Title,Author,Year,Citation count,Open access,Funder,Institution,Countries count,Keyword
BroadAMP-GPT: AI-Driven generation of broad-spectrum antimicrobial peptides for combating multidrug-resistant ESKAPE pathogens,Yanru Li|Xiaofang Xu|Xiaohui Zhang|Zhihui Xu|Jiaqi Zhao|Ruiyu Zhu|Ziyu Wang|Wei Ran|Wenqian Zhao|Na Yan|Yifan Leng|Zexu Miao|Xiaomin Wang|Liping Wang|Jinxin Liu|Cong Pian|Jinhu Huang,2025,12,Open Access,Jiangsu Agricultural Science and Technology Innovation Fund|National Natural Science Foundation of China|Fundamental Research Funds for the Central Universities,Nanjing Agricultural University|Hainan University|China Pharmaceutical University,1,Biology|Broad spectrum|Antimicrobial|Microbiology|Multiple drug resistance|Antimicrobial peptides|Virology|Antibiotics|Chemistry
Antimicrobial Peptides in the Global Microbiome: Biosynthetic Genes and Resistance Determinants,Bingfeng Chen|Zhenyan Zhang|Qi Zhang|Nuohan Xu|Tao Lu|Tingzhang Wang|Wenjie Hong|Zhengwei Fu|Josep Peñuelas|Michael R. Gillings|Haifeng Qian,2023,23,Open Access,Fundación Ramón Areces|National Natural Science Foundation of China|National Key Research and Development Program of China,Zhejiang University of Technology||Universitat Autònoma de Barcelona|Centre for Research on Ecology and Forestry Applications|Global Ecology Unit CREAF-CSIC-UAB|ARC Centre of Excellence in Synthetic Biology|Macquarie University,3,Microbiome|Antibiotic resistance|Metagenomics|Antimicrobial peptides|Biology|Antimicrobial|Human microbiome|Horizontal gene transfer|Human Microbiome Project|Drug resistance|Antibiotics|Computational biology|Ecology|Microbiology|Gene|Genetics|Genome
Pulmonary delivery systems for antimicrobial peptides,Lucrezia Caselli|Gisele Rodrigues|Octávio Luiz Franco|Martin Malmsten,2023,16,NOT Open Access,"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior|Conselho Nacional de Desenvolvimento Científico e Tecnológico|Vetenskapsrådet|Fundação de Apoio à Pesquisa do Distrito Federal|Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia do Estado de Mato Grosso do Sul",Lund University|Universidade Católica de Brasília|Universidade Católica Dom Bosco|University of Copenhagen,3,Antibiotics|Context (archaeology)|Antimicrobial|Cystic fibrosis|Antimicrobial peptides|Antibiotic resistance|Immunology|Pneumonia|Disease|Bacterial pneumonia|Medicine|Microbiology|Biology|Internal medicine
Rescuing humanity by antimicrobial peptides against colistin-resistant bacteria,Majid Taati Moghadam|Ali Mojtahedi|Mehrdad Moosazadeh Moghaddam|Mahdi Fasihi‐Ramandi|Reza Mirnejad,2022,23,Open Access,,Baqiyatallah University of Medical Sciences|Guilan University of Medical Sciences,1,Colistin|Antibiotics|Antimicrobial|Antibiotic resistance|Bacteria|Antimicrobial peptides|Microbiology|Biology
"Effective Strategies for Developing Potent, Broad-Spectrum Antibacterial and Wound Healing Promotion from Short-Chain Antimicrobial Peptides",Fengyuan Gao|Adeel Ahmed|Hailin Cong|Bing Yu|Youqing Shen,2023,39,NOT Open Access,National Natural Science Foundation of China,Qingdao University|Shandong University of Technology|Zhejiang University,1,Antimicrobial|Antimicrobial peptides|Peptide|Staphylococcus aureus|Microbiology|Multiple drug resistance|Bacteria|Pseudomonas aeruginosa|Escherichia coli|Antibiotics|Materials science|Biology|Biochemistry
The Emergence of Multidrug-Resistant Helicobacter pylori in Southeast Asia: A Systematic Review on the Trends and Intervention Strategies Using Antimicrobial Peptides,Asif Sukri|Bruno S. Lopes|Alfizah Hanafiah,2021,44,Open Access,"Ministry of Higher Education, Malaysia|Universiti Teknologi MARA",Universiti Teknologi MARA|University of Aberdeen|National University of Malaysia,2,Helicobacter pylori|Antibiotic resistance|Antimicrobial|Amoxicillin|Clarithromycin|Levofloxacin|Multiple drug resistance|Antibiotics|Metronidazole|Medicine|Drug resistance|Microbiology|Biology|Internal medicine
Design of novel antimicrobial peptide dimer analogues with enhanced antimicrobial activity in vitro and in vivo by intermolecular triazole bridge strategy,Beijun Liu|Haifeng Huang|Zhibin Yang|Beiyin Liu|Sanhu Gou|Chao Zhong|Xiu-Feng Han|Yun Zhang|Jingman Ni|Rui Wang,2016,45,NOT Open Access,National Natural Science Foundation of China|Fundamental Research Funds for the Central Universities,Gansu University of Traditional Chinese Medicine|Lanzhou University|Shanxi Medical University|Shaanxi Provincial People's Hospital|Dali University,1,Antimicrobial|In vivo|In vitro|Dimer|Peptide|Chemistry|Bridge (graph theory)|Triazole|Microbiology|Combinatorial chemistry|Stereochemistry|Biochemistry|Biology|Organic chemistry|Genetics|Anatomy
Recombinant production of a chimeric antimicrobial peptide in E. coli and assessment of its activity against some avian clinically isolated pathogens,Abass Tanhaiean|Marjan Azghandi|Jamshid Razmyar|Elyas Mohammadi|Mohammad Hadi Sekhavati,2018,44,NOT Open Access,Ferdowsi University of Mashhad,Ferdowsi University of Mashhad|University of Tehran,1,Antimicrobial|Escherichia coli|Recombinant DNA|Antimicrobial peptides|Peptide|Periplasmic space|Hemolysis|Microbiology|Biology|Lactoferrin|Bacteria|Antibiotics|Fusion protein|Biochemistry|Immunology|Gene
Challenges and Limits Using Antimicrobial Peptides in Boar Semen Preservation,Martin Schulze|Mirjam Grobbel|K. Müller|Christof Junkes|Margitta Dathe|K Rüdiger|Markus Jung,2015,22,Open Access,,|Federal Institute for Risk Assessment|Leibniz Institute for Zoo and Wildlife Research|Leibniz Association,1,Magainin|Antibiotics|Antimicrobial peptides|Antimicrobial|Antibiotic resistance|Semen|Antibacterial peptide|Biotechnology|Artificial insemination|Peptide|Biology|Chemistry|Bacteria|Microbiology|Biochemistry|Antibacterial activity
Structure–Activity Relationship Study of Antimicrobial Peptide PE2 Delivered Novel Linear Derivatives with Potential of Eradicating Biofilms and Low Incidence of Drug Resistance,Jingying Zhang|Xu Ouyang|Fangyan Zhang|Beibei Li|Linlin Chang|Ping Yang|Wenbo Mao|Sanhu Gou|Yun Zhang|Hui Liu|Jia Yao|Jingman Ni,2023,36,NOT Open Access,National Natural Science Foundation of China|Chinese Academy of Medical Sciences|Program for Changjiang Scholars and Innovative Research Team in University,Chinese Academy of Medical Sciences & Peking Union Medical College|Lanzhou University|First Hospital of Lanzhou University,1,Antimicrobial|Chemistry|Biofilm|Cyclic peptide|Antibiotics|Peptide|Bacteria|Drug resistance|Microbiology|Antibiotic resistance|Combinatorial chemistry|Drug|Multiple drug resistance|Pharmacology|Biochemistry|Biology|Organic chemistry
Using chemical synthesis to optimise antimicrobial peptides in the fight against antimicrobial resistance,Freda F. Li|Margaret A. Brimble,2019,25,Open Access,,University of Auckland|Maurice Wilkins Centre,1,Antimicrobial peptides|Chemistry|Antimicrobial|Antibiotics|Antibiotic resistance|Bacteria|Combinatorial chemistry|Disulfide bond|Computational biology|Biochemistry|Biology|Organic chemistry
In vitro and in vivo antibiofilm activity of the synthetic antimicrobial peptide WLBU2 against multiple drug resistant Pseudomonas aeruginosa strains,Sara Masihzadeh|Mansour Amin|Zahra Farshadzadeh,2023,43,Open Access,"Ahvaz Jundishapur University of Medical Sciences|Infectious and Tropical Diseases Research Center, Health Research Institute, Ahvaz Jundishapur University of Medical Sciences",Ahvaz Jundishapur University of Medical Sciences,1,Biofilm|Pseudomonas aeruginosa|Microbiology|Antimicrobial|Minimum inhibitory concentration|Biology|In vivo|Minimum bactericidal concentration|Multiple drug resistance|Antibiotics|Bacteria
"Identification and characterization of an antimicrobial peptide of Hypsiboas semilineatus (Spix, 1824) (Amphibia, Hylidae)",Lorena Nacif-Marçal|Gracielle Rodrigues Pereira|Monise Viana Abranches|Natalia C. S. Costa|Sílvia Almeida Cardoso|Eduardo Rezende Honda|Sérgio Oliveira de Paula|Renato Neves Feio|Leandro Licursi de Oliveira,2015,25,NOT Open Access,Universidade Federal de Viçosa|Coordenação de Aperfeiçoamento de Pessoal de Nível Superior|Conselho Nacional de Desenvolvimento Científico e Tecnológico|Fundação de Amparo à Pesquisa do Estado de Minas Gerais,Universidade Federal de Viçosa|,1,Bacteria|Antimicrobial|Peptide|Biology|Antimicrobial peptides|Complementary DNA|Peptide sequence|Microbiology|Gram-negative bacteria|Biochemistry|Escherichia coli|Genetics|Gene
The antimicrobial peptide MPX kills Actinobacillus pleuropneumoniae and reduces its pathogenicity in mice,Lei Wang|Xueqin Zhao|Chunling Zhu|Yaya Zhao|Shuangshuang Liu|Xiaojing Xia|Xin Liu|Huihui Zhang|Yanzhao Xu|Bolin Hang|Yawei Sun|Shijun Chen|Jinqing Jiang|Yueyu Bai|Gaiping Zhang|Liancheng Lei|Langford Paul Richard|Hanna Fotina|Jianhe Hu,2020,27,NOT Open Access,National Natural Science Foundation of China|Henan University|National Key Research and Development Program of China,Henan Institute of Science and Technology|Henan Agricultural University|Sumy National Agrarian University||Jilin University|Imperial College London,3,Actinobacillus pleuropneumoniae|Microbiology|Biology|Antimicrobial|Pleuropneumonia|Antibiotics|Virulence|Bacteria|Minimum inhibitory concentration|Gene
Biofilm Resilience: Molecular Mechanisms Driving Antibiotic Resistance in Clinical Contexts,Ahmad Almatroudi,2025,111,Open Access,Qassim University,Qassim University,1,Biofilm|Antibiotic resistance|Biology|Intensive care medicine|Infection control|Disease|Antibiotics|Antimicrobial|Drug resistance|Microbiology|Antimicrobial peptides|Medicine|Bacteria|Pathology
Machine Learning‐Assisted Prediction and Generation of Antimicrobial Peptides,Sukhvir Kaur Bhangu|Nicholas Welch|Morgan Lewis|Fanyi Li|Brint Gardner|Helmut Thissen|Wioleta Kowalczyk,2025,18,Open Access,Commonwealth Scientific and Industrial Research Organisation,CSIRO Manufacturing|Commonwealth Scientific and Industrial Research Organisation|Australian Resources Research Centre,1,Antimicrobial peptides|In silico|Peptide|Computational biology|Artificial intelligence|Antimicrobial|Machine learning|Computer science|Biology|Combinatorial chemistry|Chemistry|Biochemistry|Microbiology|Gene
"Pharmaceutical nanotechnology: Antimicrobial peptides as potential new drugs against WHO list of critical, high, and medium priority bacteria",Cesar Augusto Roque‐Borda|Patrícia Bento da Silva|Mosar Corrêa Rodrigues|Leonardo Delello Di Filippo|Jonatas Lobato Duarte|Marlus Chorilli|Eduardo Festozo Vicente|Saulo Santesso Garrido|Fernando R. Pavan,2022,38,Open Access,Fundação de Amparo à Pesquisa do Estado de São Paulo|Coordenação de Aperfeiçoamento de Pessoal de Nível Superior|Conselho Nacional de Desenvolvimento Científico e Tecnológico,Universidade Estadual Paulista (Unesp)|Universidade de Brasília|Centro Universitário de Araraquara,1,Antimicrobial|Nanobiotechnology|Economic shortage|Chemistry|Antimicrobial peptides|Bacteria|Nanotechnology|Drug|Biotechnology|Pharmacology|Biology|Nanoparticle
Aggregation-prone antimicrobial peptides target gram-negative bacterial nucleic acids and protein synthesis,Pengyu Chen|Tianmeng Zhang|Chunyuan Li|Praveen Praveen|Kathy Parisi|Chia Beh|Siyang Ding|John D. Wade|Yuning Hong|Sihui Li|Jackson Nkoh Nkoh|Andrew Hung|Wenyi Li|Chenjing Shang,2024,32,Open Access,Ramaciotti Foundations|National Computational Infrastructure|National Natural Science Foundation of China|Shenzhen University|Key Research and Development Project of Hainan Province|Australian Research Council|National Health and Medical Research Council|Key Technologies Research and Development Program|National Key Research and Development Program of China,Shenzhen University|La Trobe University|MIT University|RMIT University|Florey Institute of Neuroscience and Mental Health,3,Nucleic acid|Antimicrobial|Antimicrobial peptides|Gram|Materials science|Microbiology|Combinatorial chemistry|Biochemistry|Bacteria|Biology|Chemistry|Genetics
Development of novel broad-spectrum amphipathic antimicrobial peptides against multidrug-resistant bacteria through a rational combination strategy,Jing Zhang|Liang Luan|Youdong Xu|Shuyuan Jiang|Wenpeng Zhang|Long Tian|Weifeng Ye|Jiaqi Han|Changhao Zhang|Taoran Wang|Qingbin Meng,2025,10,Open Access,National Natural Science Foundation of China,Yanbian University|General Hospital of Shenyang Military Region|Beijing Proteome Research Center||Beijing Friendship Hospital|Institute of Pharmacology|Beijing Electronic Science and Technology Institute,2,Antimicrobial|Broad spectrum|Multiple drug resistance|Amphiphile|Bacteria|Rational design|Microbiology|Combinatorial chemistry|Chemistry|Computational biology|Biology|Nanotechnology|Antibiotics|Materials science|Organic chemistry|Genetics
Antimicrobial Peptides: Phylogenic Sources and Biological Activities. First of Two Parts,Thea Magrone|Matteo Antonio Russo|Emilio Jirillo,2018,23,NOT Open Access,,University of Bari Aldo Moro|San Raffaele University of Rome|Istituti di Ricovero e Cura a Carattere Scientifico|Istituto di Ricovero e Cura a Carattere Scientifico San Raffaele,1,Antimicrobial peptides|Lactoferrin|Antimicrobial|Biology|Innate immune system|Lantibiotics|Microbiology|Cathelicidin|Defensin|Beta defensin|Immunity|Immune system|Bacteriocin|Immunology|Biochemistry
Deep Learning in Antimicrobial Peptide Prediction,Changhang Lin|Shuwen Xiong|Feifei Cui|Zilong Zhang|Hua Shi|Leyi Wei,2025,14,NOT Open Access,National Natural Science Foundation of China|Fundo para o Desenvolvimento das Ciências e da Tecnologia,Fujian Normal University|Artificial Intelligence in Medicine (Canada)|Macao Polytechnic University|Hainan University|PRG S&Tech (South Korea)|Opto Eletrônica (Brazil)|Xiamen University of Technology|Shandong University,4,Interpretability|Deep learning|Artificial intelligence|Computer science|Machine learning|Field (mathematics)|Perspective (graphical)|Data science|Antimicrobial peptides|Antimicrobial|Biology
Novel β-Hairpin Antimicrobial Peptides Containing the β-Turn Sequence of -RRRF- Having High Cell Selectivity and Low Incidence of Drug Resistance,Beibei Li|Xu Ouyang|Zufang Ba|Yinyin Yang|Jingying Zhang|Hui Liu|Tianyue Zhang|Fangyan Zhang|Yun Zhang|Sanhu Gou|Jingman Ni,2022,42,NOT Open Access,National Natural Science Foundation of China|Ministry of Education of the People's Republic of China|China Postdoctoral Science Foundation|Chinese Academy of Medical Sciences,Chinese Academy of Medical Sciences & Peking Union Medical College|Lanzhou University,1,Antimicrobial|Chemistry|Antibiotics|Antimicrobial peptides|Bacteria|Toxicity|Multiple drug resistance|Amino acid|Antibacterial activity|Drug resistance|Antibiotic resistance|Cationic polymerization|Peptide|Drug|Antibacterial peptide|Therapeutic index|Microbiology|Combinatorial chemistry|Pharmacology|Biochemistry|Biology|Organic chemistry
A stable cyclized antimicrobial peptide derived from LL-37 with host immunomodulatory effects and activity against uropathogens,John Kerr White|Taj Muhammad|Emelie Alsheim|Soumitra Mohanty|Anna Blasi-Romero|Sunithi Gunasekera|Adam A. Strömstedt|Natália Ferraz|Ulf Göransson|Annelie Brauner,2022,37,Open Access,Svenska Forskningsrådet Formas|Karolinska Institutet|Stiftelsen Olle Engkvist Byggmästare|Neuroförbundet,Karolinska University Hospital|Karolinska Institutet|Uppsala University,1,Biofilm|Pseudomonas aeruginosa|Microbiology|Antimicrobial|Cathelicidin|Escherichia coli|Antibiotics|Occludin|Klebsiella pneumoniae|Bacteria|Peptide|Antimicrobial peptides|Cytotoxic T cell|Biology|Antibiotic resistance|Tight junction|Chemistry|In vitro|Biochemistry
Influence of Proline Substitution on the Bioactivity of Mammalian-Derived Antimicrobial Peptide NK-2,Jiexi Yan|Xiaolei Liang|Chang Liu|Yuemei Cheng|Lanxia Zhou|Kairong Wang|Zhao Li,2017,24,NOT Open Access,National Natural Science Foundation of China|Natural Science Foundation of Gansu Province,First Hospital of Lanzhou University|Lanzhou University,1,Proline|Antimicrobial|Antimicrobial peptides|Peptide|Biology|Biochemistry|Bacteria|Mechanism of action|Amino acid|Chemistry|Microbiology|In vitro|Genetics
